lat_r,lng_r,alert_count
17.32,78.649,28
17.165,79.53,28
17.236,78.95,28
17.199,79.209,28
17.319,78.653,28
17.353,78.546,28
17.343,78.556,28
17.317,78.662,28
17.112,79.682,28
17.168,79.396,28
17.077,79.801,28
17.197,79.227,28
17.231,79.048,28
17.15,79.624,28
17.246,78.92,28
17.281,78.785,28
17.197,79.23,28
17.19,79.247,28
17.278,78.807,28
16.964,80.036,28
17.188,79.249,28
17.368,78.538,28
17.198,79.191,27
17.198,79.206,27
17.23,79.063,27
17.245,78.925,27
17.284,78.779,27
17.229,79.079,27
17.229,79.026,27
17.189,79.248,27
17.334,78.587,27
17.112,79.681,27
17.08,79.794,27
16.942,80.06,27
17.064,79.815,27
17.159,79.304,27
17.159,79.418,27
17.151,79.576,27
17.15,79.578,27
17.108,79.718,27
17.111,79.665,27
17.011,79.897,27
17.113,79.662,27
17.248,78.906,26
17.165,79.332,26
17.231,79.063,26
17.231,79.052,26
17.122,79.647,26
17.354,78.546,26
17.162,79.513,26
17.084,79.788,26
17.14,79.633,26
17.344,78.555,26
17.158,79.541,26
17.28,78.798,26
17.157,79.454,26
17.059,79.825,26
17.307,78.707,26
17.177,79.265,26
17.078,79.796,26
17.359,78.545,26
17.23,79.025,25
17.211,79.172,25
17.28,78.792,25
17.026,79.866,25
17.376,78.497,25
17.231,79.096,25
17.118,79.653,25
17.016,79.919,25
17.319,78.652,25
17.164,79.548,25
17.147,79.583,25
17.165,79.293,25
17.151,79.607,25
17.159,79.473,25
17.372,78.51,25
17.23,78.999,25
17.194,79.237,25
17.327,78.606,25
17.371,78.512,25
17.365,78.543,25
17.254,78.895,25
17.293,78.749,25
17.085,79.787,25
17.368,78.532,25
17.255,78.893,25
17.357,78.545,24
17.159,79.537,24
17.321,78.627,24
17.148,79.583,24
17.114,79.662,24
16.961,80.04,24
17.012,79.894,24
17.164,79.411,24
17.174,79.278,24
17.163,79.552,24
17.109,79.707,24
17.041,79.851,24
17.161,79.478,24
17.141,79.632,24
17.338,78.569,24
17.139,79.633,24
17.049,79.843,24
17.149,79.58,24
16.984,80.002,24
17.101,79.747,24
17.28,78.788,24
17.169,79.396,24
17.226,79.137,24
17.369,78.517,24
17.154,79.561,24
17.266,78.831,24
17.231,79.089,24
17.152,79.571,24
17.149,79.578,23
17.231,79.128,23
17.231,79.049,23
17.044,79.848,23
17.153,79.571,23
17.277,78.811,23
17.317,78.667,23
17.368,78.536,23
17.341,78.561,23
17.307,78.716,23
17.231,79.109,23
17.153,79.57,23
17.32,78.643,23
17.099,79.752,23
17.246,78.914,23
17.221,79.145,23
17.024,79.87,23
17.241,78.936,23
17.031,79.86,23
17.23,79.079,22
17.311,78.684,22
17.23,79.13,22
17.396,78.471,22
17.23,79.064,22
17.267,78.829,22
17.373,78.506,22
17.144,79.63,22
17.341,78.562,22
17.131,79.635,22
17.37,78.515,22
17.259,78.85,22
17.235,78.955,22
17.372,78.509,22
17.321,78.641,22
17.369,78.521,22
17.232,78.962,22
17.328,78.601,22
17.306,78.706,22
17.369,78.52,22
17.164,79.295,22
17.303,78.737,22
17.016,79.928,22
17.361,78.544,22
17.335,78.584,22
17.341,78.56,22
17.193,79.24,22
17.113,79.682,21
17.199,79.218,21
17.33,78.594,21
17.178,79.265,21
17.307,78.71,21
17.149,79.625,21
17.168,79.345,21
16.973,80.019,21
17.171,79.285,21
17.079,79.796,21
17.267,78.827,21
17.148,79.627,21
17.214,79.16,21
17.033,79.858,21
17.232,79.128,21
17.346,78.552,21
17.144,79.6,21
17.333,78.589,21
17.336,78.578,21
17.229,79.075,21
17.341,78.559,21
17.163,79.531,21
17.121,79.65,21
17.23,79.076,21
17.056,79.829,21
17.194,79.24,21
17.17,79.387,21
16.978,80.014,21
17.051,79.838,21
17.197,79.202,20
17.168,79.288,20
17.231,79.087,20
17.329,78.598,20
17.372,78.511,20
17.336,78.581,20
17.219,79.15,20
17.157,79.435,20
17.367,78.541,20
17.323,78.611,20
17.171,79.358,20
17.023,79.87,20
17.156,79.43,20
17.31,78.687,20
17.373,78.505,20
17.253,78.897,20
17.013,79.894,20
17.25,78.904,20
17.187,79.25,20
17.112,79.697,20
17.044,79.849,20
17.358,78.545,20
17.111,79.697,20
17.009,79.905,20
17.231,79.05,20
17.397,78.471,20
17.107,79.718,20
17.081,79.793,20
17.309,78.7,20
17.106,79.733,20
17.285,78.777,20
17.148,79.58,20
17.369,78.518,20
17.231,78.989,19
17.082,79.792,19
17.053,79.832,19
17.024,79.868,19
17.337,78.573,19
17.147,79.605,19
17.271,78.822,19
17.086,79.787,19
17.097,79.769,19
17.322,78.632,19
17.11,79.704,19
17.032,79.859,19
17.254,78.893,19
17.318,78.657,19
17.331,78.592,19
17.198,79.204,19
17.281,78.784,19
17.165,79.295,19
17.342,78.558,19
17.16,79.478,19
17.171,79.38,19
17.156,79.454,19
17.184,79.254,19
17.158,79.435,19
17.037,79.855,18
17.159,79.42,18
17.173,79.278,18
17.088,79.783,18
17.172,79.374,18
17.295,78.743,18
17.351,78.547,18
17.087,79.786,18
17.336,78.579,18
17.327,78.604,18
17.146,79.603,18
17.172,79.37,18
17.244,78.929,18
17.332,78.591,18
17.327,78.603,18
17.335,78.585,18
17.363,78.544,18
16.972,80.021,18
17.336,78.58,18
17.169,79.345,18
17.025,79.866,18
17.23,79.078,18
17.05,79.843,18
17.156,79.455,18
17.315,78.674,18
17.356,78.545,18
17.32,78.619,18
17.297,78.741,18
17.368,78.534,18
17.369,78.519,18
17.328,78.6,18
16.956,80.044,18
16.982,80.004,18
17.231,79.064,18
17.33,78.595,18
17.339,78.568,18
17.329,78.597,17
17.32,78.618,17
17.257,78.874,17
17.166,79.529,17
17.368,78.539,17
17.161,79.505,17
17.4,78.47,17
17.163,79.518,17
17.125,79.642,17
17.292,78.76,17
17.292,78.759,17
17.23,79.062,17
17.233,79.124,17
17.151,79.574,17
17.038,79.854,17
17.057,79.828,17
17.164,79.521,17
17.015,79.929,17
17.322,78.637,17
17.068,79.807,17
17.238,78.945,17
17.186,79.252,17
17.158,79.47,17
17.233,78.982,17
17.165,79.523,17
17.233,78.961,17
17.337,78.572,17
17.256,78.891,17
17.231,79.084,17
17.149,79.626,17
17.32,78.648,17
17.253,78.895,17
16.962,80.037,17
17.162,79.412,17
17.34,78.565,17
17.162,79.532,16
17.166,79.335,16
17.291,78.764,16
17.306,78.725,16
17.017,79.885,16
17.374,78.5,16
17.294,78.747,16
17.231,79.088,16
17.373,78.507,16
17.2,79.209,16
17.083,79.789,16
17.345,78.553,16
17.262,78.84,16
17.159,79.44,16
17.397,78.475,16
17.28,78.803,16
17.074,79.802,16
16.97,80.025,16
17.32,78.65,16
17.129,79.638,16
17.322,78.636,16
17.147,79.628,16
17.147,79.627,16
17.16,79.475,16
17.313,78.68,16
16.985,79.996,16
17.373,78.503,16
17.23,79.017,16
17.317,78.663,16
17.289,78.768,16
17.309,78.699,16
17.327,78.605,16
17.155,79.559,16
17.258,78.849,16
17.21,79.175,16
17.364,78.543,16
17.185,79.253,15
17.309,78.697,15
17.309,78.698,15
17.311,78.685,15
17.307,78.708,15
17.019,79.88,15
17.313,78.679,15
17.307,78.714,15
17.1,79.75,15
17.034,79.857,15
17.232,78.965,15
17.306,78.728,15
17.329,78.596,15
17.321,78.614,15
17.169,79.387,15
17.191,79.245,15
17.318,78.654,15
17.301,78.739,15
17.213,79.164,15
17.161,79.533,15
17.369,78.528,15
17.257,78.878,15
17.32,78.617,15
17.144,79.601,15
17.287,78.772,15
17.322,78.633,15
17.146,79.628,15
16.986,79.995,15
17.293,78.751,15
16.986,79.958,15
17.151,79.606,15
17.152,79.562,15
16.948,80.056,15
17.325,78.608,15
17.317,78.666,15
17.347,78.55,15
17.336,78.577,15
17.293,78.75,15
17.252,78.897,15
16.966,80.031,15
17.272,78.818,15
17.162,79.509,15
17.162,79.325,15
17.112,79.669,15
17.201,79.189,15
17.32,78.622,15
17.285,78.776,14
16.955,80.044,14
17.16,79.476,14
17.327,78.602,14
17.286,78.774,14
17.309,78.691,14
17.309,78.696,14
17.078,79.8,14
17.232,79.123,14
16.975,80.018,14
17.261,78.842,14
17.337,78.574,14
17.229,79.134,14
17.32,78.644,14
17.199,79.21,14
17.157,79.424,14
17.181,79.257,14
17.154,79.62,14
17.015,79.888,14
17.32,78.616,14
16.994,79.947,14
17.291,78.763,14
17.123,79.645,14
17.123,79.647,14
17.32,78.62,14
17.168,79.29,14
17.098,79.752,14
17.336,78.583,14
17.196,79.23,14
17.307,78.709,14
17.241,78.94,14
17.314,78.677,14
17.307,78.713,14
17.369,78.522,14
17.141,79.633,14
17.368,78.531,14
17.317,78.668,13
17.293,78.747,13
17.311,78.683,13
17.307,78.715,13
17.316,78.67,13
16.946,80.056,13
17.304,78.733,13
16.985,79.991,13
17.045,79.847,13
17.315,78.675,13
17.317,78.665,13
17.305,78.73,13
17.291,78.762,13
17.342,78.557,13
16.954,80.045,13
17.179,79.261,13
17.341,78.563,13
17.039,79.851,13
17.015,79.919,13
17.259,78.846,13
17.307,78.712,13
17.008,79.9,13
17.32,78.624,13
17.35,78.548,13
17.352,78.546,13
16.969,80.025,13
17.24,78.943,13
17.377,78.495,13
17.157,79.45,13
17.209,79.179,13
17.368,78.535,13
17.17,79.38,13
17.321,78.64,13
17.125,79.644,13
17.127,79.639,13
17.328,78.599,13
17.373,78.504,13
17.071,79.805,13
17.322,78.635,13
17.322,78.639,13
17.16,79.302,13
17.226,79.139,13
17.224,79.14,13
17.326,78.607,13
17.111,79.67,13
17.2,79.19,13
17.233,78.987,13
17.065,79.815,13
17.336,78.582,13
17.321,78.628,12
17.373,78.508,12
17.309,78.689,12
17.15,79.625,12
17.309,78.688,12
17.328,78.602,12
17.292,78.757,12
17.32,78.645,12
17.15,79.576,12
17.259,78.852,12
17.259,78.851,12
16.995,79.946,12
17.312,78.682,12
17.014,79.912,12
17.377,78.494,12
17.251,78.899,12
17.387,78.478,12
17.316,78.669,12
17.303,78.738,12
17.198,79.227,12
17.306,78.727,12
17.066,79.813,12
17.322,78.612,12
17.309,78.69,12
17.011,79.908,12
17.31,78.686,12
17.334,78.586,12
17.279,78.805,12
17.16,79.319,12
17.057,79.826,12
17.324,78.61,12
17.321,78.626,12
17.286,78.775,12
17.365,78.542,12
17.368,78.533,12
16.962,80.039,11
17.282,78.784,11
17.282,78.782,11
17.388,78.477,11
17.369,78.524,11
17.377,78.493,11
17.062,79.82,11
17.32,78.615,11
17.338,78.57,11
17.369,78.523,11
17.227,79.135,11
17.302,78.739,11
16.985,79.962,11
17.315,78.673,11
17.306,78.705,11
17.159,79.315,11
17.221,79.147,11
17.401,78.47,11
16.943,80.058,11
16.993,79.948,11
17.369,78.526,11
17.151,79.622,11
17.29,78.766,11
17.29,78.767,11
17.341,78.564,11
17.161,79.3,11
17.21,79.172,11
16.968,80.027,11
17.155,79.619,11
17.292,78.758,11
17.273,78.816,11
17.285,78.778,11
16.967,80.029,11
17.26,78.844,11
17.149,79.606,11
17.324,78.609,11
17.157,79.463,11
17.161,79.545,11
17.146,79.587,11
17.268,78.825,11
17.069,79.806,11
17.0,79.942,11
17.396,78.475,11
17.038,79.852,11
17.013,79.892,11
17.32,78.651,11
17.035,79.855,11
17.36,78.545,11
17.33,78.593,11
17.375,78.499,11
17.171,79.371,11
17.183,79.255,11
17.112,79.68,11
17.192,79.243,11
17.018,79.883,11
17.308,78.701,11
17.026,79.864,11
17.021,79.874,11
17.172,79.283,11
17.307,78.703,11
17.31,78.685,11
17.338,78.571,11
17.118,79.655,11
17.306,78.726,11
17.334,78.588,11
17.306,78.724,11
17.16,79.506,10
17.285,78.775,10
17.303,78.736,10
17.331,78.593,10
17.149,79.605,10
17.37,78.516,10
16.985,79.985,10
17.32,78.642,10
17.322,78.634,10
17.23,78.978,10
16.985,79.988,10
17.31,78.694,10
16.99,79.951,10
17.292,78.755,10
17.158,79.462,10
17.319,78.647,10
17.375,78.498,10
17.319,78.646,10
17.288,78.771,10
17.308,78.702,10
17.321,78.642,10
17.393,78.476,10
17.1,79.747,10
17.307,78.718,10
17.329,78.599,10
17.208,79.178,10
17.159,79.535,10
17.182,79.256,10
17.352,78.547,10
17.164,79.297,10
16.985,79.964,10
17.37,78.514,10
17.233,78.959,10
17.37,78.513,10
17.305,78.731,10
17.314,78.676,10
17.368,78.54,10
17.374,78.502,10
17.346,78.551,10
17.014,79.916,10
17.276,78.813,10
16.991,79.95,10
17.275,78.815,10
17.009,79.903,10
17.394,78.476,10
17.195,79.237,10
17.38,78.475,9
17.395,78.476,9
16.985,79.987,9
17.316,78.672,9
17.219,79.148,9
17.337,78.575,9
17.368,78.528,9
16.975,80.016,9
17.03,79.861,9
17.073,79.804,9
16.972,80.023,9
17.155,79.61,9
17.321,78.613,9
16.985,79.989,9
17.367,78.54,9
17.317,78.664,9
17.306,78.722,9
17.316,78.671,9
17.31,78.697,9
17.231,79.034,9
17.169,79.286,9
17.336,78.576,9
17.132,79.634,9
17.17,79.359,9
17.289,78.769,9
17.304,78.735,9
17.161,79.557,9
17.146,79.629,9
17.164,79.328,9
17.293,78.752,9
17.369,78.527,9
17.015,79.928,9
17.355,78.546,9
17.164,79.332,9
17.166,79.291,9
17.111,79.701,9
17.011,79.906,9
17.102,79.745,9
17.022,79.872,9
17.393,78.47,9
17.369,78.53,9
17.385,78.484,9
17.001,79.941,9
17.308,78.7,9
17.167,79.405,9
16.987,79.956,9
17.233,79.112,9
17.159,79.469,8
17.31,78.693,8
17.31,78.692,8
17.302,78.738,8
17.307,78.704,8
17.3,78.739,8
17.163,79.299,8
17.31,78.691,8
17.309,78.693,8
17.162,79.556,8
17.159,79.474,8
17.16,79.542,8
17.333,78.588,8
17.288,78.77,8
17.306,78.721,8
17.307,78.726,8
17.175,79.276,8
17.369,78.529,8
17.307,78.724,8
17.286,78.773,8
17.333,78.59,8
17.307,78.717,8
17.176,79.269,8
17.307,78.711,8
17.335,78.586,8
17.215,79.157,8
17.291,78.765,8
17.377,78.496,8
17.013,79.909,8
17.23,78.998,8
16.993,79.947,8
17.23,79.077,8
17.229,79.001,8
17.15,79.623,8
16.988,79.954,8
17.015,79.891,8
17.374,78.503,8
16.985,79.98,8
17.012,79.933,8
17.394,78.47,8
17.375,78.475,8
17.004,79.939,8
17.148,79.626,8
16.989,79.952,8
17.098,79.762,8
16.985,79.969,8
17.374,78.501,8
17.233,78.958,8
17.233,78.96,8
16.985,79.961,8
17.236,78.953,8
17.05,79.839,8
17.385,78.482,8
17.325,78.609,8
17.32,78.646,8
17.011,79.933,8
17.013,79.932,8
17.007,79.937,7
17.009,79.935,7
17.386,78.48,7
17.34,78.566,7
17.304,78.734,7
17.345,78.554,7
17.199,79.223,7
17.32,78.621,7
17.374,78.478,7
17.163,79.512,7
17.368,78.53,7
17.205,79.187,7
17.322,78.631,7
17.121,79.648,7
17.368,78.527,7
17.167,79.338,7
17.363,78.543,7
17.061,79.822,7
17.235,78.952,7
17.089,79.781,7
17.309,78.694,7
17.021,79.876,7
17.32,78.625,7
17.321,78.629,7
17.321,78.63,7
17.307,78.723,7
17.307,78.722,7
17.321,78.631,7
17.32,78.623,7
17.014,79.931,7
17.014,79.93,7
17.17,79.348,7
17.248,78.91,7
17.307,78.705,7
17.231,79.009,7
17.34,78.564,7
16.996,79.945,7
17.312,78.681,7
17.398,78.475,7
16.988,79.953,7
16.987,79.955,7
16.985,79.971,7
16.985,79.972,7
17.284,78.778,7
16.985,79.974,7
17.348,78.549,7
17.318,78.664,7
16.986,79.957,7
17.16,79.544,7
17.318,78.663,7
16.985,79.983,7
17.16,79.534,7
16.985,79.992,7
17.344,78.554,7
17.16,79.493,7
17.23,78.972,7
17.263,78.838,7
17.292,78.761,7
16.985,79.967,7
17.158,79.447,7
17.293,78.753,7
16.985,79.96,7
16.979,80.013,7
17.217,79.151,7
17.343,78.557,7
17.39,78.476,7
17.312,78.683,6
16.985,79.97,6
17.339,78.566,6
16.95,80.052,6
17.4,78.471,6
17.113,79.683,6
17.155,79.613,6
17.063,79.816,6
17.377,78.487,6
17.095,79.77,6
17.307,78.719,6
17.31,78.696,6
17.378,78.492,6
16.985,79.981,6
17.16,79.314,6
17.378,78.475,6
16.985,79.978,6
17.112,79.663,6
17.238,78.948,6
17.321,78.625,6
16.985,79.973,6
17.31,78.688,6
17.376,78.498,6
17.337,78.571,6
17.243,78.933,6
17.099,79.766,6
17.332,78.59,6
17.313,78.678,6
17.098,79.765,6
16.985,79.99,6
17.233,78.962,6
17.114,79.66,6
17.007,79.936,6
17.003,79.94,6
17.013,79.931,6
16.986,79.996,6
17.127,79.641,6
17.386,78.479,6
17.304,78.731,6
17.161,79.494,6
17.387,78.472,6
17.208,79.184,6
17.002,79.941,6
17.292,78.754,6
17.387,78.477,6
17.23,79.035,6
17.143,79.63,6
17.162,79.554,6
16.997,79.945,6
17.369,78.525,6
16.99,79.95,6
17.23,79.024,6
17.008,79.936,6
17.006,79.937,6
17.391,78.47,6
17.392,78.47,6
17.385,78.474,6
17.168,79.395,6
17.322,78.638,6
17.321,78.639,6
17.012,79.932,6
16.986,79.959,6
17.291,78.761,6
17.012,79.896,6
17.386,78.473,6
17.306,78.723,6
17.306,78.72,6
17.306,78.718,6
17.161,79.414,6
17.306,78.708,6
17.314,78.678,5
16.949,80.055,5
17.338,78.568,5
17.322,78.63,5
17.322,78.613,5
17.326,78.608,5
17.319,78.654,5
17.315,78.672,5
17.336,78.584,5
16.945,80.058,5
17.179,79.258,5
17.309,78.695,5
16.989,79.953,5
17.116,79.659,5
17.115,79.658,5
17.113,79.679,5
17.105,79.739,5
17.103,79.743,5
17.091,79.777,5
17.088,79.785,5
17.083,79.791,5
17.359,78.544,5
17.076,79.802,5
17.067,79.81,5
17.234,78.959,5
17.042,79.849,5
17.242,78.932,5
17.028,79.861,5
17.019,79.877,5
17.247,78.915,5
17.385,78.483,5
16.998,79.944,5
17.374,78.499,5
17.23,79.085,5
17.142,79.631,5
17.162,79.321,5
17.175,79.273,5
17.172,79.369,5
17.172,79.28,5
17.171,79.373,5
17.196,79.234,5
17.166,79.339,5
17.204,79.186,5
17.207,79.183,5
17.369,78.531,5
17.144,79.599,5
17.369,78.532,5
17.369,78.533,5
17.223,79.144,5
17.368,78.525,5
17.371,78.511,5
17.371,78.513,5
17.229,79.027,5
17.146,79.592,5
16.992,79.949,5
17.232,79.122,5
17.347,78.551,5
17.392,78.476,5
16.985,79.975,5
16.985,79.976,5
16.985,79.977,5
16.985,79.982,5
17.304,78.732,5
16.985,79.984,5
17.264,78.839,5
17.306,78.719,5
16.952,80.048,5
16.985,79.963,5
17.307,78.706,5
17.307,78.72,5
17.349,78.549,5
17.169,79.397,4
17.177,79.27,4
17.158,79.308,4
17.176,79.274,4
17.158,79.307,4
17.399,78.471,4
17.18,79.259,4
17.323,78.612,4
17.157,79.421,4
17.159,79.448,4
17.154,79.608,4
17.153,79.609,4
17.344,78.556,4
17.229,79.074,4
17.23,78.98,4
16.953,80.046,4
17.307,78.725,4
17.216,79.155,4
17.2,79.219,4
17.17,79.287,4
17.171,79.372,4
17.197,79.195,4
17.167,79.526,4
17.167,79.342,4
17.198,79.222,4
17.306,78.707,4
17.169,79.349,4
16.98,80.011,4
17.306,78.704,4
17.305,78.732,4
17.161,79.322,4
17.368,78.529,4
17.307,78.721,4
16.991,79.949,4
16.985,79.965,4
17.27,78.824,4
17.232,79.108,4
17.309,78.692,4
17.395,78.47,4
16.985,79.995,4
17.318,78.665,4
17.319,78.645,4
17.381,78.475,4
17.356,78.546,4
17.391,78.476,4
17.251,78.902,4
17.349,78.548,4
17.01,79.899,4
17.001,79.942,4
16.999,79.943,4
17.319,78.649,4
16.997,79.944,4
17.389,78.471,4
17.32,78.614,4
17.389,78.476,4
17.015,79.93,4
16.985,79.986,4
16.985,79.979,4
17.09,79.779,4
17.129,79.636,4
17.337,78.576,4
16.985,79.968,4
17.119,79.651,4
17.094,79.774,4
17.231,79.065,4
17.231,78.981,4
17.231,79.008,4
17.395,78.475,3
17.398,78.471,3
17.343,78.555,3
17.384,78.475,3
17.375,78.48,3
17.341,78.558,3
17.382,78.475,3
17.369,78.516,3
17.369,78.534,3
17.377,78.489,3
17.378,78.488,3
17.399,78.475,3
17.374,78.477,3
17.401,78.471,3
17.153,79.569,3
17.158,79.441,3
17.01,79.934,3
17.24,78.939,3
17.005,79.938,3
17.154,79.618,3
17.247,78.909,3
17.303,78.735,3
17.156,79.453,3
17.25,78.901,3
17.292,78.753,3
17.29,78.765,3
16.985,79.966,3
17.222,79.143,3
17.093,79.776,3
17.161,79.318,3
17.202,79.187,3
17.092,79.775,3
17.281,78.786,3
16.992,79.948,3
16.996,79.946,3
17.163,79.549,3
17.31,78.695,3
17.261,78.845,3
17.313,78.681,3
17.231,79.066,3
17.12,79.652,3
16.95,80.054,3
16.951,80.053,3
17.323,78.61,3
16.964,80.034,3
16.965,80.035,3
17.099,79.761,3
16.978,80.012,3
17.32,78.641,3
17.104,79.738,3
17.319,78.651,3
17.319,78.648,3
16.981,80.009,3
17.232,79.113,3
17.027,79.862,2
17.169,79.386,2
17.366,78.541,2
17.064,79.817,2
17.167,79.408,2
17.368,78.524,2
17.384,78.474,2
17.378,78.487,2
17.229,78.979,2
17.173,79.281,2
17.015,79.915,2
17.215,79.154,2
17.229,78.971,2
17.231,79.01,2
17.158,79.471,2
17.066,79.809,2
17.165,79.331,2
17.116,79.656,2
17.374,78.479,2
17.374,78.476,2
17.373,78.509,2
17.375,78.497,2
17.145,79.591,2
17.103,79.74,2
17.151,79.624,2
17.373,78.502,2
17.376,78.496,2
17.097,79.767,2
17.37,78.517,2
17.377,78.475,2
17.158,79.422,2
17.385,78.481,2
17.16,79.416,2
17.161,79.51,2
17.161,79.543,2
17.162,79.415,2
17.377,78.49,2
17.163,79.329,2
17.229,79.003,2
17.113,79.688,2
16.989,79.951,2
16.998,79.943,2
17.395,78.471,2
17.26,78.847,2
17.307,78.702,2
17.274,78.814,2
16.985,79.993,2
17.306,78.729,2
17.388,78.472,2
17.345,78.552,2
17.0,79.943,2
17.284,78.781,2
17.23,79.061,2
17.287,78.773,2
17.306,78.717,2
16.986,79.994,2
17.305,78.729,2
16.985,80.0,2
17.316,78.668,2
17.35,78.547,2
17.294,78.742,2
17.012,79.91,2
17.317,78.669,2
17.327,78.607,2
17.387,78.473,2
17.232,78.98,2
17.32,78.626,2
17.258,78.848,2
17.002,79.94,2
16.952,80.051,2
17.375,78.476,1
16.985,79.994,1
17.374,78.504,1
16.949,80.053,1
17.111,79.696,1
16.982,80.007,1
17.098,79.768,1
17.375,78.482,1
16.98,80.008,1
17.376,78.485,1
17.376,78.475,1
16.981,80.006,1
16.986,79.956,1
16.968,80.03,1
17.013,79.913,1
16.986,79.96,1
16.986,79.991,1
17.112,79.668,1
17.011,79.934,1
17.011,79.895,1
17.383,78.475,1
17.006,79.938,1
17.02,79.878,1
17.386,78.481,1
17.004,79.938,1
17.028,79.863,1
17.043,79.85,1
17.378,78.491,1
17.378,78.489,1
17.049,79.842,1
17.059,79.823,1
17.06,79.824,1
17.387,78.479,1
17.388,78.471,1
17.07,79.804,1
17.377,78.492,1
17.377,78.491,1
17.39,78.47,1
17.377,78.488,1
16.986,79.993,1
17.377,78.486,1
16.986,79.992,1
17.328,78.603,1
17.161,79.417,1
17.117,79.654,1
17.289,78.77,1
17.288,78.772,1
17.288,78.769,1
17.287,78.771,1
17.281,78.797,1
17.28,78.799,1
17.28,78.789,1
17.279,78.787,1
17.346,78.553,1
17.269,78.823,1
17.264,78.833,1
17.259,78.855,1
17.259,78.854,1
17.351,78.548,1
17.259,78.853,1
17.256,78.877,1
17.245,78.926,1
17.245,78.919,1
17.342,78.559,1
17.291,78.76,1
17.374,78.484,1
17.293,78.754,1
17.336,78.574,1
17.336,78.575,1
17.326,78.606,1
17.322,78.611,1
17.321,78.638,1
17.321,78.624,1
17.321,78.615,1
17.32,78.647,1
17.32,78.627,1
17.319,78.65,1
17.318,78.662,1
17.337,78.577,1
17.31,78.698,1
17.309,78.701,1
17.306,78.73,1
17.304,78.736,1
17.294,78.748,1
17.237,78.947,1
17.232,78.99,1
17.232,78.986,1
17.231,78.979,1
17.163,79.296,1
17.162,79.301,1
17.328,78.598,1
17.16,79.536,1
17.16,79.474,1
17.156,79.612,1
17.154,79.611,1
17.153,79.607,1
17.153,79.572,1
17.152,79.623,1
17.152,79.608,1
17.147,79.588,1
17.145,79.63,1
17.144,79.631,1
17.144,79.629,1
17.14,79.632,1
17.374,78.482,1
17.163,79.555,1
17.164,79.553,1
17.166,79.407,1
17.212,79.163,1
17.229,79.08,1
17.229,79.016,1
17.229,79.002,1
17.367,78.542,1
17.368,78.522,1
17.228,78.975,1
17.368,78.526,1
17.203,79.188,1
17.167,79.292,1
17.195,79.233,1
17.177,79.264,1
17.171,79.381,1
17.171,79.357,1
17.17,79.36,1
17.168,79.406,1
17.168,79.341,1
16.941,80.06,1
